ID,Name,Price,Brand,Screen Size,RAM,Hard Drive Capacity,Processor Type,Processor Speed,Operating System,Battery Life
122,"Refurbished HP EliteBook Folio 9470M 14"" Laptop, Windows 10 Pro, Intel Core i5-3427U Processor, 8GB RAM, 500GB Hard Drive",280,HP,"14.0""",8 GB,500 GB,Intel Core i5,1.80 GHz,Windows 10,1 hour
124,Original HP 45W AC Charger Power Adapter Cord For HP 15-f125wm 15-f222wm 15-f223nr 15-f211nr 15-f211wm 15-f224wm 15-f269nr,21.99,HP,,,,,,,
125,"HP 840 Intel Core i5-2.5GHz, 4GB RAM, 320GB Hard drive, 14"", Win 10 Pro (64-bit), Camera",189,HP,"14\""",4 GB,320 GB,,,Microsoft Windows,
126,Original HP 45W AC Charger Power Adapter Cord For HP 15-ba007cl 15-ba008ca 15-ba009dx 15-ba010nr 15-ba013cl 15-ba014nr 15-ba014wm,21.99,HP,,,,,,,
127,HP ENVY x360 13t 13-y094cl QHD+ Touchscreen Laptop Tablet Notebook 16GB i7 256GB SSD Windows 10 Professional QHD+ Office 365,989.99,HP,,16 GB,256 GB,,,Microsoft Windows,
128,"HP Pavilion 15-Cc066Nr 15.6"" Laptop, Windows 10 Home, Touchscreen, Intel Core i3-7100U Dual-Core Processor, 8GB RAM, 1TB Hard Drive",549.99,HP,"15.6""",8 GB,1 TB,Intel Core i3,2.40 GHz,Windows 10,9 hours
129,"HP Chromebook X360 11-AE030NR, Chrome OS™, Intel® Celeron® N3350 Processor, 11.6-inch Diagonal HD Touch Screen",269.99,HP,11.60 Inches,4 GB,0 GB,Intel N3350,1.1 Hz,Chrome OS,11.50 Hour
130,"Manufacturer Refurbished - HP Chromebook x360 11-ae027nr 11.6"" Touch Laptop N3350 1.10GHz 4GB 16GB ChromeOS",209.99,HP,"11.6\""",4 GB,,,,Chrome OS,
131,ENVY - 13-ad120nr Envy Notebook,1038.52,HP,13.3 in,8 GB,256 GB,Intel Core i7,1.8 Hz,Windows 10,14 Hour
132,"Refurbished HP Elitebook 8470p Laptop WEBCAM, Intel Core i5 2.6GHz, 4GB DDR3, 250GB SATA HDD, DVD, 14.1"", Charger, Windows 10 Home 64bit w/ Restore Partition",188,HP,14.10 Inches,4.00 Gigabytes,250.00 Gigabytes,Intel Core i5,2.60 Gigahertz,Windows 10 Home 64bit,
133,"Manufacturer Refurbished - HP 15-bs011ds 15.6"" Touchscreen Laptop Intel Pentium N3710 1.60GHz 4GB 1TB WIN10",299.99,HP,"15.6\""",4 GB,1 TB,,,Microsoft Windows,
134,"Refurbished HP EliteBook Folio 9470M 14"" Laptop, Windows 10 Home, Intel Core i5-3427U Processor, 4GB RAM, 128GB Solid State Drive",241.5,HP,"14.0""",4 GB,128 GB,Intel Core i5,1.80 GHz,Windows 10,1 hour
135,"HP 17-bs019ds Intel Core i3-7100, 2TB HDD, 17.3” HD+ Touch-Screen Laptop (Manufacturer Refurbished)",439.99,HP,"17.3\""",,2000 GB,,,Microsoft Windows,
136,"HP Pavilion 15-cc123cl 15.6"" Touchscreen Laptop i5-8250U 12GB 1TB W10 Refurb",529.99,HP,"15.6""",12 GB,1 TB,Intel Core i5,1.60 GHz,"Microsoft Windows, Windows 10",9.25 Hour
138,"HP 15-Br077Nr 15.6"" Laptop, Touchscreen, 2-in-1, Windows 10, Intel Core i5-7200U Processor, 8GB RAM, 256GB Solid State Drive",699.99,HP,"15.6""",8 GB,256 GB,Intel Core i5,2.50 GHz,Windows 10,9 hours
139,"HP Chromebook 11.6"" HD Touch Screen with IPS, Celeron N3060 @ 1.6GHz, 4GB RAM, 16GB eMMC, Gray (Certified Refurbished)",199.99,HP,11.6,,,Intel Celeron,,Chrome,
140,"HP Chromebook x360 11 G1 EE 11.6"" Touchscreen LCD 2 in 1 Chromebook",386.33,HP,11.60 Inches,4 Gigabytes,32 Gigabytes,Intel N3350,1.1 Gigahertz,Chrome OS,10 Hours
141,"Refurbished HP Silver 14"" EliteBook 8470P WA5-1058 Laptop PC with Intel Core i5-3320M Processor, 4GB Memory, 128GB Solid State Drive and Windows 10 Pro",258.24,HP,"14.0""",4 GB,128 GB,Intel Core i5,2.60 GHz,Windows 10,
142,"Refurbished HP EliteBook 8460P 14"" Laptop, Windows 10 Pro, Intel Core i5-2520M Processor, 4GB RAM, 500GB Hard Drive",249.95,HP,"14.0""",4 GB,500 GB,Intel Core i5,2.50 GHz,Windows 10,5 hours
143,"Refurbished HP EliteBook 8470p 14” Laptop PC, Intel Core i7 2.90GHz, 16GB DDR3, 2TB HDD, Win-7 x64",449.99,HP,14 Inches,16 Gigabytes,2000 GB,Intel Core i7,2.9 Gigahertz,Windows 7,
144,"Refurbished HP EliteBook 8470P 14"" Laptop, Windows 10 Pro, Intel Core i5-3320M Processor, 4GB RAM, 500GB Hard Drive",294.04,HP,"14.0""",4 GB,500 GB,Intel Core i5,2.60 GHz,Windows 10,5 hours
145,"HP 15-bs095ms 15.6"" Touchscreen Laptop Intel Core i5-7200U 8GB 2TB Win10",559.99,HP,"15.6\""",8 GB,2000 GB,,,Microsoft Windows,
146,"HP 15-Cc020Nr 15.6"" Laptop, Touchscreen, Windows 10, Intel Core i7-7500U Processor, 12GB RAM, 1TB Hard Drive",779.99,HP,"15.6""",12 GB,1 GB,Intel Core i7,2.7 Hz,Windows 10,9 hours
147,Original HP 45W AC Charger Power Adapter Cord For HP TouchSmart 15-r039ca 15-r136wm 15-r137wm 15-r150nr 15-r154nr 15-r253cl 15-r264dx,21.99,HP,,,,,,,
148,"Premium HP 15.6 Inch Flagship Notebook Laptop Computer (Quad-Core AMD E2-7110 APU 1.8GHz, 4GB RAM, 500GB HDD, AMD Radeon R2, WiFi, HD Webcam, Super DVD Burner, Windows 10) Black",349,HP,15.60 in,4.00 GB,500.00 GB,AMD Quad-Core E2-7110,1.80 GHz,Windows 10,
149,"HP Flagship High Performance 15.6"" HD Touchscreen Laptop PC, Premium Flagship Intel Quad-Core Pentium N3710 Processor, 4GB RAM, 500GB HDD, SuperMulti DVD Burner, Webcam, HDMI, Wi-Fi, USB 3.0, Windows",389,HP,,4.00 GB,500.00 GB,Intel Pentium,1.60 GHz,Windows 10,
150,"HP Pavilion Power 15-Cb075Nr 15.6"" Laptop, Touchscreen, Windows 10 Home, Intel Core i5-7300HQ Quad-Core Processor, 12GB RAM, 1TB Hard Drive",889.99,HP,"15.6""",12 GB,1 TB,Intel Core i5-7300HQ Quad-Core Processor,2.50 GHz,Windows 10,11 Hours
151,Original HP 45W AC Charger Power Adapter Cord For HP 15-ay047ca 15-ay052nr 15-ay061nr 15-ay065nr 15-ay067nr 15-ay068ca 15-ay068nr,21.99,HP,,,,,,,
152,Original HP 45W AC Charger Power Adapter Cord For HP 15-f010dx 15-f010wm 15-f011nr 15-f014wm 15-f018ca 15-f018dx 15-f019dx,21.99,HP,,,,,,,
153,"Manufacturer Refurbished - HP 15-BW070NR 15.6"" Laptop AMD A9-9420 3.0GHz 4GB 1TB Windows 10",359.99,HP,"15.6\""",4 GB,1 TB,,,Microsoft Windows,
154,"Refurbished HP 14"" EliteBook 8470P Laptop PC with Intel Core i5-3320M Processor, 16GB Memory, 256GB SSD and Windows 10 Pro",357,HP,14 in,16 GB,256  GB,Intel Core i5,2.60 GHz,Windows 10,
155,"Manufacturer Refurbished - HP 15-ba007ds 15.6"" Laptop AMD Quad-Core E2-7110 1.8 GHz 4GB 1TB HDD W10",189,HP,"15.6\""",,,,,,
156,"HP Pavilion 15-au020wm 15.6"" Manhattan Gold Laptop, Windows 10, Intel Core i5-6200U Processor, 8GB Memory, 1TB Hard Drive",599,HP,15.6 in,8 GB,1 TB,"Intel 3165 AC (1x1 AC, 433 Mbps)",2.30 GHz,Windows 10,7 hours
157,"Hp 15-AF028CL 15.6"" Touch Notebook AMD A8-7410 8GB RAM750GB HDD - Noble Blue",399.99,HP,"15.6\""",8 GB,,,,Microsoft Windows,
158,RECERTIFIED HP ENVY 17-AE013CA LAPTOP,729,HP,17.30 in,12.00 GB,1.00 TB,Intel Core i7-7500U,2.70 GHz,W10P-64,
159,"Manufacturer Refurbished - HP 14-AK050NR 14"" Chromebook Intel Celeron N2940 1.83GHz 4GB 16GB Chrome OS",179.99,HP,,,,,,,
160,"Manufacturer Refurbished - HP 15-bw011dx 15.6"" Laptop AMD DC A6-9220 APU 2.50GHz 4GB RAM 500GB HDD W10",249.99,HP,"15.6\""",4 GB,500 GB,,,Microsoft Windows,
161,"HP Spectre 13-v111dx 13.3"" FHD Laptop i7-7500U 8GB 256GB SSD Win10 Refurb",769.99,HP,"13.3""",8 GB,256 GB,Intel Core i7,2.70 GHz,"Microsoft Windows, Windows 10",
162,HP Flagship High Performance 15.6 Inch HD Touchscreen Laptop PC| Intel Pentium N3710 Quad-Core| 1.60 GHz| 4GB RAM| 500GB HDD| DVDRW| WIFI| Windows 10 (Black),389,HP,,4.00 GB,500.00 GB,Intel Pentium,1.60 GHz,Windows 10,
163,"HP Chromebook 11 G4 - Education Edition - 11.6"" - Celeron N2840 - 4 GB RAM - 16 GB SSD",190.35,HP,"11.6""",4 GB,16 GB,Intel Celeron,2.16 Hz,Chrome,9.5 hours
164,"HP Envy 15-as014wm 15.6"" Laptop, Full-HD IPS Touch Screen, Windows 10, Intel Core i7-6500U Processor, 8GB Memory, 1TB Hard Drive, Natural Silver",649,HP,15.6 in,8 GB,1 TB,"Intel 7265 AC (2x2 AC, 867 Mbps)",2.50 GHz,Windows 10,9 hours
165,"HP Chromebook 14 G4 - 14"" - Celeron N2840 - 4 GB RAM - 16 GB SSD",249.26,HP,14 in,4 GB,0 Gigabytes,Intel Celeron,2.16 GHz,Chrome,8 Hours
166,"Refurbished HP EliteBook 8460p, Intel Core i5, 2.50GHz, 4GB RAM  320GB HDD,  Webcam, Win-7 x64",189.95,HP,14 Inches,4 Gigabytes,320 Gigabytes,Intel Core i5,2.5 Gigahertz,Windows 7,
167,"HP Stream Notebook 14-AX067NR - 14"" Screen, Celeron N @ 1.6GHZ, 4GB RAM, 32GB eMMC, in Snow White (Certified Refurbished)",189.99,HP,14,,32,Intel Celeron N3060 2 CORE,,Windows 10,
168,"HP Chromebook X360 11-AE040NR, Chrome OS™, Intel® Celeron® N3350, 11.6-Inch Diagonal HD Touch Screen",299.99,HP,11.60 Inches,4 GB,0 GB,Intel N3350,1.1 Hz,Chrome OS,
169,REFURB 14 N2840 4G 16G,160.73,HP,14,4 GB,16,Intel Celeron,,Chrome OS,
170,"Hp Elitebook Revolve 810 G3 Tablet Pc - 11.6"" - Wireless Lan - Intel Core I3 I3-5010u 2.10 Ghz - 4 Gb Ram - 128 Gb Ssd - Windows 8.1 Pro 64-bit - Convertible - 1366 X 768 Multi-touch (l8d29ut-aba)",499.95,HP,11.6,,,,,Microsoft Windows,6 Hours
171,"HP 17-X010nr 17.3"" Notebook 17-X010nr Notebook",439,HP,17.3 in,4 GB,1  TB,Intel Pentium,1.6 GHz,"Microsoft Windows, Windows 10",
172,"HP ProBook 6470B Intel Core i3-3110M X2 2.4GHz 4GB 320GB 15"" Win7, Black (Certified Refurbished)",169.26,HP,15 Inches,4 Gigabytes,320 Gigabytes,Intel Core i3-3110M,2.4 Gigahertz,Windows 7,6 Hours
173,"Manufacturer Refurbished - HP 14-AK040NR 14"" Chromebook Intel Celeron N2840 2.16GHz 4GB 16GB Chrome OS",169.99,HP,,,,,,,
174,"HP X360 15.6 Full HD Touchscreen 2-in-1 Convertible Laptop PC / Tablet (2017 ), 7th Gen Intel Core i5-7200U, 8GB DDR3 RAM, 1TB Hard Drive, Bluetooth, Windows 10",639.99,HP,15.6 Inches,8 Gigabytes,1 TB,The 7th Gen Intel Dual-Core i5 delivers the most responsive performance to date with features like built-in security and 4K resolution support.,2.5 Gigahertz,Microsoft Windows 10,8 Hours
175,"HP 11-v010wm 11.6"" Chromebook, Chrome, Intel Celeron N3060 Processor, 4GB RAM, 16GB eMMC Drive (Refurbished)",149.99,HP,11.6 in,4 GB,16 GB,Intel Celeron,1.60 Hz,"Chrome OS, Chrome",12 h
176,Refurbished HP EliteBook 2570p i5 2.6GHz 2GB 320GB DVD Windows 10 Home Laptop B,159.98,HP,,,,,,,
177,Original HP 45W AC Charger Power Adapter Cord For HP 15-af130ca 15-af131ca 15-af131dx 15-af135nr 15-af147ca 15-af161ca 15-af166ca,21.99,HP,,,,,,,
178,"HP 15.6"" 15-bs078cl HD Notebook, Intel Core i7-7500U Processor, 8GB Memory, 2TB Hard Drive, DVD-Writer, Windows 10 Home - 20DV74UA#ABA",649,HP,,,,,,,
179,Original HP 45W AC Charger Power Adapter Cord For HP Spectre x360 Convertible 15-ap011dx 15-ap012dx 15-ap018ca 15-ap052nr 15-ap062nr 15-ap063nr,21.99,HP,,,,,,,
180,"REFURBISHED HP 6470B Probook 14"" I3-3110M 2.4GHZ 8GB 320GB Windows 7 Professional No Webcam",164.99,HP,"14\""",8 GB,320 GB,,,Microsoft Windows,
182,"HP Pavilion 15-au030wm 15.6"" Manhattan Gold Laptop, Touch Screen, Windows 10,  Intel Core i5-6200U Processor, 8GB Memory, 1TB Hard Drive",562,HP,"15.6""",8 GB,1  TB,"Intel 3165 AC (1x1 AC, 433 Mbps)",2.30 GH,Windows 10,7 hours
184,"Refurbished ""HP 17-BS010CY Laptop 17-BS010CY Laptop""",481.95,HP,"17.3\""",,2000 GB,,,Microsoft Windows,
185,"Refurbished HP Elitebook 8440p Laptop Notebook, Intel Core i5 2.4GHz, 8GB DDR3, 320GB SATA HDD, DVDRW, Windows 10 Home 64bit w/ Restore Partition",235.98,HP,14.10 Inches,8.00 Gigabytes,320.00 Gigabytes,Intel Core i5,2.40 Gigahertz,Windows 10 Home 64bit,
186,"Refurbished HP EliteBook 8570w 15.6” Workstation Laptop, Intel Core i7 2.60GHz, 8GB DDR3, 128GB SSD, Win-7 Pro FULL HD 1920x1080",399.99,HP,15.6 Inches,8 Gigabytes,128 Gigabytes,Intel Core i7-3720Q,2.6 Gigahertz,Windows 7,
187,HP ZBook 14 Intel i7-4600U 2.10Ghz 8GB RAM 180GB SSD Win 10 Pro Webcam,524.69,HP,,8 GB,180 GB,,2 Ghz,,
188,Refurbished HP EliteBook 8470p 2.6GHz i7 8GB 256SSD DVD Windows 10 Pro 64 Laptop B Camera,284.25,HP,,,,,,,
189,"HP Core i5 7200U 2.50 GHz - 8 GB 15.6"" Notebook",48,HP,15.60 in,8.00 GB,1.00 TB,Intel Core i5,2.50 GHz,Windows 10,
190,"Factory Refurbished HP Folio 9470M 14"" Laptop, Windows 10 Pro, Intel Core i5-3437U Processor, 8GB RAM, 120GB Solid State Drive",298.2,HP,"14.0""",8 GB,120 GB,Intel Core i5,1.90 GHz,Windows 10,1 hour
191,"Manufacturer Refurbished - HP 11-V012NR 11.6"" Laptop Intel Celeron N3060 1.6GHz 4GB 16GB Chrome OS",154.99,HP,11.6,,,,,,
192,"Original HP 19.5V 3.34A 65W HP AC Adapter HP Laptop Charger HP Power Cord for HP 14, 15; HP ENVY 14,15,17 TouchSmart; Pavilion 11, 14, 15, 17, TouchSmart Series",24.99,HP,,,,,,,
193,"HP 15.6"" Laptop, Touchscreen, 2-in-1, Windows 10, Intel Core i3-7100U Processor, 8GB RAM, 1TB Hard Drive (Assorted Color)",599.99,HP,"15.6""",8 GB,1 GB,Intel Core i3,2.4 Hz,Windows 10,9 hours
194,"HP 15-ay107cl 15.6"" HD Premium Laptop Intel Core i7-7500U, 16G RAM 1TB HDD DVD+/-RW Windows 10 Red",679,HP,15.6 in,16 GB,1 TB,i7-7500u,2.7 GHz,Windows 10,
195,"HP Stream 11-y000 Model 11-y020nr X7V30UA#ABA 11.6"" Screen Intel Celeron",179.99,HP,"11.6\""",,,,,Microsoft Windows,
196,"17.3"" HP Pavilion , AMD Quad-Core A8-6410 APU, 6 GB RAM, 1 TB Hard Drive DVD+/-RW Laptop",499,HP,,,,,,,
197,"Refurbished HP 640 G1 14"" Laptop, Windows 10 Home, Intel Core i5-4300M Processor, 4GB RAM, 500GB Hard Drive",250.2,HP,"14.0""",4 GB,500 GB,Intel Core i5,2.60 GHz,Windows 10,1 hour
198,Original HP 45W AC Charger Power Adapter Cord For HP 15-ba017cl 15-ba018wm 15-ba019nr 15-ba020nr 15-ba022nr 15-ba026ca 15-ba026wm,21.99,HP,,,,,,,
199,"Manufacturer Refurbished - HP 15-bs009ds 15.6"" Touchscreen Laptop intel Pentium N3710 1.60GHz 4GB 1TB WIN10",299.99,HP,"15.6\""",4 GB,1 TB,,,Microsoft Windows,
200,"HP Envy 13-d040wm 13.3"" Laptop,  Quad HD+ Display, Windows 10, Intel Core i7-6500U Processor, 8GB Memory, 256GB  Solid State Drive, Natural Silver",999,HP,13.3 in,8 GB,256  GB,"Intel 7265 AC (2x2 AC, 867 Mbps)",2.50 GHz,Windows 10,7 hours 
201,"HP - ENVY x360 2-in-1 15.6"" Touch-Screen Laptop - Intel Core i5 - 12GB Memory - 1TB Hard Drive - SilverNotebook Tablet PC Computer Touchscreen m6-aq103dx",858.88,HP,15.6,,1,Intel Core i5,,,
202,HP Genuine Original OEM 65W Laptop Charger AC Adapter Power Cord For HP Pavilion TouchSmart Sleekbook 15-b153cl 15-b153nr 15-b153sg 15-b154ee 15-b154nr 15-b154se 15-b156eo,23.99,HP,,,,,,,
203,"HP ProBook x360 11 G1 EE 11.6"" Touchscreen LCD 2 in 1 Notebook - Intel Celeron N3350 Dual-core [2 Core] 1.10 GHz - 4 GB DDR3L SDRAM - 64 GB Flash Memory - 1366 x 768 - Convertible (2yz98ut-aba)",310.45,HP,11.60 Inches,4 Gigabytes,64 Gigabytes,Intel N3350,1.1 Gigahertz,Unknown,11 Hours
204,"HP ProBook 650 G2 - 15.6"" - Core i5 6300U - 8 GB RAM - 500 GB HDD",1120.31,HP,"15.6""",8 GB,500 GB,Intel Core i5,2.40 GHz,Windows 7,10 hours
205,"HP Pavilion Touchscreen 2-in-1 Convertible 15.6"" HD Intel Core i5-7200U DC  8GB RAMMemory, 500GB Hard Drive + 8GB SSD Hard Drive, Backlit Keyboard, HD Webcam, B&O Play Audio, Windows 10",595,HP,15.6 in,8 GB,500 GB,"Intel Core i5, 7th Gen",2.5 GHz,Microsoft Windows,7 h
206,"HP Pavilion Power Gaming Laptop - 15"" Full HD, Intel Core i7-7700HQ , 8GB RAM, 128GB SSD + 1TB HDD, GTX 1050, Windows 10 Home, Black - 15-cb077nr Notebook PC Computer",995,HP,"15\""",8 GB,128 GB,,,Microsoft Windows,
207,HP Envy 360-Degree 15in Convertible 2-in-1 Full HD IPS 15.6 Inch,685,HP,15.6 in,1 TB,256 GB,Intel Core i7,,Windows 10,7 h
208,Original HP 45W AC Charger Power Adapter Cord For HP 15-ac124la 15-ac126la 15-ac127la 15-ac128ca 15-ac137cl 15-ac143wm 15-ac156nr,21.99,HP,,,,,,,
209,"Refurbished HP ProBook 640 G1 14"" Laptop, Windows 10 Pro, Intel Core i5-4300M Processor, 8GB RAM, 240GB Solid State Drive",319,HP,"14.0""",8 GB,240 GB,Intel Core i5,2.60 GHz,Windows 10,1 hour
210,"HP 250 G5 - 15.6"" - Core i5 6200U - 4 GB RAM - 500 GB HDD",590.98,HP,"15.6""",4 GB,500 GB,Intel Core i5,2.30 GHz,Windows 10,
211,"Refurbished HP ProBook 6465b Laptop, AMD A4 Dual Core 2.1GHz, 4GB DDR3, 160GB SATA HDD, DVDRW, 14"", Charger, Windows 10 Home 64bit w/ Restore Partition",155.98,HP,14.00 Inches,4.00 Gigabytes,160.00 Gigabytes,AMD A4 3310MX,2.10 Gigahertz,Windows 10 Home 64bit,
212,"Refurbished HP 15-ba015wm, 15.6"" Laptop, AMD E2-7110 CPU, 4GB RAM, 500GB HDD, Win10",199.99,HP,"15.6\""",4 GB,500 GB,,,Microsoft Windows,
214,"HP Pavilion 15-au018wm 15.6"" Liquid Platinum Gaming Laptop, Touch Screen, Windows 10, Intel Core i7-6500U Processor, NVIDIAￂﾮ GeForce 940MX Graphics, 12GB Memory, 1TB Hard Drive",799.99,HP,15.6 Inches,12 GB,1  TB,"Intel 3165 AC (1x1 AC, 433 Mbps)",2.50 GHz,Windows 10,7 hours
215,"HP ENVY 13-AD065NR,WINDOWS 10 HOME,INTEL CORE I5-7200U,8 GB LPDDR3,128 GB LAPTOP",775.27,HP,13.3 in,8 GB,128 GB,Intel Core i5,2.5 Hz,Windows 10,14.25 h
216,"Refurbished HP Pavilion 15-br052od x360 Convertible Laptop, 15.6in. Touch Screen, Intel i5, 8GB Ram 1TB HD, Windows 10 Home",499,HP,,8 GB,1 TB,,,Microsoft Windows,
217,HP Genuine Original OEM 65W Laptop Charger AC Adapter Power Cord For HP Pavilion TouchSmart Sleekbook 15-b129sa 15-b129wm 15-b130sa 15-b140ca 15-b140tx 15-b149ca 15-b150us,23.99,HP,,,,,,,
218,"Refurbished HP Elitebook 8460p Laptop WEBCAM, Intel Core i5 2.5GHz, 8GB DDR3, 320GB SATA HDD, DVDRW, Windows 10 Home 64bit w/ Restore Partition",235.99,HP,14.10 Inches,8.00 Gigabytes,320.00 Gigabytes,Intel Core i5,2.50 Gigahertz,Windows 10 Home 64bit,
219,Refurbished HP Pavilion 15.6 A12-9700P 2.5GHz 8GB 1TB Win 10 Touchscreen Laptop 15-aw053nr,349,HP,,8 GB,1 TB,,,Microsoft Windows,
220,"HP EliteBook Folio G1 - 12.5"" - Core m5 6Y57 - 8 GB RAM - 256 GB SSD",1226.17,HP,12.5 in,8 GB,256 Gigabytes,Intel Core M5-6Y57 Dual-Core Processor,1.10 GHz,Windows 10,10 hours
221,"ProBook 450 G5 i5-8250U 8 GB 256 GB 15.6"" Windows 10 Pro Notebook",779.99,HP,15.60 in,8.00 GB,256.00 GB,Intel Core i5,1.60 GHz,Windows 10,14.00 h
222,"HP Envy x360 2-in-1 Laptop: Core i7-8550U, 16GB RAM, 1TB HDD + 128GB SSD, 15.6"" Full HD Touch Display",979.99,HP,15.6 in,18 GB,1128 GB,Intel Core i7,1.800 GHz,Windows 10,
223,Original HP 45W AC Charger Power Adapter Cord For HP Laptop 15-bs008ca 15-bs009ca 15-bs010nr 15-bs015dx 15-bs027ca 15-bs028ca 15-bs030nr,21.99,HP,,,,,,,
224,"Original HP 19.5V 3.34A 65W HP AC Adapter HP Laptop Charger HP Power Cord for HP 14, 15; HP ENVY 14,15,17 TouchSmart; Pavilion 11, 14, 15, 17, TouchSmart Series",24.99,HP,,,,,,,
225,"HP Pavilion 15-Cc564Nr 15.6"" Laptop, Touchscreen, Windows 10 Home, Intel Core i3-7100U Dual-Core Processor, 8GB RAM, 1TB Hybrid Hard Drive",549.99,HP,"15.6""",8 GB,1 TB,Intel Core i3,2.40 GHz,Windows 10,9 Hours
226,"Manufacturer Refurbished - HP Chromebook 14-ak060nr 14"" Laptop Intel N2940 1.83GHz 4GB 16GB eMMC Chrome OS",169.99,HP,,,,,,,
227,"HP 17-bs061st - Core i3 7100U / 2.4 GHz - Win 10 Home 64-bit - 8 GB RAM - 1 TB HDD - DVD-Writer - 17.3"" 1600 x 900 (HD+) - HD Graphics 620 - Wi-Fi, Bluetooth - ash silver keyboard frame, natural silver (cover and base), strata keyboard frame pattern - kbd: US",549,HP,"17.3\""",8 GB,1 TB,Intel Core i3,,Microsoft Windows,
228,"Refurbished HP EliteBook 8470P 14"" Laptop, Windows 10 Pro, Intel Core i5-3320M Processor, 8GB RAM, 250GB Hard Drive",296.18,HP,"14.0""",8 GB,250 GB,Intel Core i5,2.60 GHz,Windows 10,5 hours
229,"Hp 15-ay000 15-ay068nr 15.6"" Notebook - Intel Core I7 [6th Gen] I7-6500u Dual-core [2 Core] 2.50 Ghz - 8 Gb Ddr3l Sdram - 1 Tb Hdd - Windows 10 Home 64-bit - 1366 X 768 - Brightview - (x0h83ua-aba)",599,HP,15.60 Inches,8 Gigabytes,1 TB,Intel i7-6500U,2.5 Gigahertz,Windows 10,7 Hours
230,"Refurbished HP 14 HD Laptop PC  (Intel Dual Core up to 2.48GHz, 4GB RAM, 32GB SSD, DTS Studio, WLAN, HDMI, Webcam, USB 3.0, Windows 10) Blue",166.49,HP,,4 GB,32 GB,,,Microsoft Windows,
231,"HP Stream Laptop 14-Ax030Nr, 14In",239.99,HP,14.00 Inches,,,,,,
232,"HP Chromebook 14-ak041dx - Celeron N2840 / 2.16 GHz - Chrome OS - 4 GB RAM - 16 GB eMMC - 14"" 1366 x 768 (HD) - HD Graphics - 802.11ac - HP star pattern in ano silver with a snow white cover - kbd: US",259.99,HP,14,4 GB,,,,Chrome OS,
233,"Refurbished HP 11-v025wm, 11.6"" Touch Chromebook, Intel N3060, 4GB RAM, 16GB eMMC Storage",175.08,HP,"11.6\""",,,,,Chrome OS,
234,"Manufacturer Refurbished - HP Notebook 15-bs033cl 15.6"" Touch Laptop Intel i3-7100U 2.4GHz 12GB 1TB HDD W10",389.99,HP,15.6,,,,,,
235,"Manufacturer Refurbished - HP 11 EE G1 11.6"" Touch Laptop Intel Core i3-5005U 2GHz 4GB 500GB W10 C GRADE",299.99,HP,"11.6\""",4 GB,500 GB,,,Microsoft Windows,
236,Original HP 45W AC Charger Power Adapter Cord For HP 15-f355nr 15-f387wm 15-f337wm 15-f337nr 15-g007dx 15-g009st 15-g010dx,21.99,HP,,,,,,,
237,Refurbished HP Pavilion x360 15-bk152nr 2-in-1 Touchscreen Laptop Intel Core i5-7200 8GB 1TB 15.6in W10,399,HP,,8 GB,1 TB,,,Microsoft Windows,
238,"HP 15.6"" Laptop 15-bs188cl, i5-8250U 1.6GHz, 2TB HDD, 12GB RAM, Win 10",599.99,HP,"15.6\""",12 GB,2000 GB,,,Microsoft Windows,
239,"HP ENVY x360 Convertible 2-in-1 Full HD IPS 15.6"" Touchscreen Notebook, Intel Core i7-8550U Processor, 12GB Memory, 1TB Hard Drive, HD Webcam, Backlit Keyboard, Bang & Olufsen Audio with Dual Speakers",899,HP,"15.6\""",12 GB,1 TB,,,Microsoft Windows,
240,"HP ZBook 15 G3 Mobile Workstation - 15.6"" - Core i7 6700HQ - 16 GB RAM - 512 GB SSD",1749,HP,"15.6""",16 GB,512 GB,Intel Core i7,2.60 GHz,Windows 10,0 h
241,"Refurbished HP Folio 9470M 14"" Laptop, Windows 10 Pro, Intel Core i5-3427U Processor, 8GB RAM, 180GB Solid State Drive",279.95,HP,"14.0""",8 GB,180 GB,Intel Core i5,1.80 GHz,Windows 10,1 hour
242,"HP 15-aq210nr ENVY 15"" Intel i7-8550U 8GB RAM Touch Laptop (X7U52UA#ABA)  + Elite Suite 17 Standard Software Bundle (Corel WordPerfect, PC Mover,PDF Fusion,X9) + 1 Year Extended Warranty",929,HP,"15\""",8 GB,,,,Microsoft Windows,
244,Refurbished HP EliteBook 840 G2 2.3GHz i5 16GB 500GB Windows 10 Pro 64 Laptop with Webcam,353.25,HP,,,,,,,
245,"Manufacturer Refurbished - HP 14-ax004la 14"" Laptop N3050 1.60GHz 4GB RAM 32GB eMMC WIN10",199.99,HP,"14\""",32 GB,,,,Microsoft Windows,
246,"Refurbished HP CHROMEBOOK 14 SMB, CELERON 2955U, 1.4 GHZ, 4GB, SSD 16GB, 14.0W, BLUETOOTH, CHROME OS, WEBCAM",113,HP,14 in,4 GB,16 GB,Intel Celeron,1.4 GHz,Chrome OS,
247,Original HP 65W AC Charger Power Adapter Cord For HP Pavilion 15-p006la 15-p009st 15-p011st 15-p014st 15-p015st 15-p033cl 15-p037cl,22.99,HP,,,,,,,
248,Original HP 45W AC Charger Power Adapter Cord For HP Pavilion 15-p029nr 15-p033ca 15-p043cl 15-p050ca 15-p064us 15-p066us 15-p067ca,21.99,HP,,,,,,,
