ID,Name,Price,Brand,Screen Size,RAM,Hard Drive Capacity,Processor Type,Processor Speed,Operating System,Battery Life,Clean Name
310,"Refurbished HP Elitebook 840 G1 Laptop, Intel Core i5 1.9GHz 4th Gen. Processor, 4GB DDR3, 320GB SATA HDD, Charger, 14"" LED, Windows 10 Pro 64bit w/ Restore Partition",239.97,HP,14.00 Inches,4.00 Gigabytes,320.00 Gigabytes,Intel Core i5,1.90 Gigahertz,Windows 10 Pro 64bit,,Refurbished Elitebook 840 G1 Intel i5 9GHz 4th DDR3 320GB SATA Charger 64bit w
311,"Original HP 19.5V 3.34A 65W HP AC Adapter HP Laptop Charger HP Power Cord for HP 14, 15; HP ENVY 14,15,17 TouchSmart; Pavilion 11, 14, 15, 17, TouchSmart Series",24.99,HP,,,,,,,,Original 19 5V 34A 65W Adapter Charger Cord ENVY 17 TouchSmart Pavilion 17 TouchSmart Series
312,"HP 1WP52UA 15.6"" Notebook w/ Intel i3-6006U, 8GB RAM & 1TB HDD",48.0,HP,"15.6""",8 GB,1 TB,Intel Core i3,2 GHz,"Microsoft Windows, Windows 10",,1WP52UA Notebook w Intel i3 6006U
313,"Refurbished HP EliteBook 8470P 14"" Laptop, Windows 10 Home, Intel Core i5-3320M Processor, 4GB RAM, 128GB Solid State Drive",220.5,HP,"14.0""",4 GB,128 GB,Intel Core i5,2.60 GHz,Windows 10,1 hour,Refurbished EliteBook 8470P Intel i5 3320M 128GB Drive
314,"Refurbished HP 14"" EliteBook 8470P Laptop PC with Intel Core i5-3210M Processor, 4GB Memory, 128GB SSD and Windows 10 Pro",299.98,HP,14.0 in,4 GB,128 Gigabytes,Intel Core i5,2.50 GHz,Windows 10,,Refurbished EliteBook 8470P Intel i5 3210M 128GB SSD
315,"Manufacturer Refurbished - HP Stream 14-ax069st 14"" Laptop N3060 1.60GHz 4GB RAM 64GB eMMC WIN10",199.99,HP,"14\""",,,,,Microsoft Windows,,Manufacturer Refurbished Stream ax069st N3060 60GHz WIN10
316,"Factory Refurbished HP Folio 9470M 14"" Laptop, Windows 10 Pro, Intel Core i5-3437U Processor, 16GB RAM, 240GB Solid State Drive",382.2,HP,"14.0""",16 GB,240 GB,Intel Core i5,1.90 GHz,Windows 10,1 hour,Factory Refurbished Folio 9470M Intel i5 3437U 240GB Drive
317,Original HP 65W AC Charger Power Adapter Cord For HP Pavilion 15-n067nr 15-n069nr 15-n084ca 15-n093nr 15-n097nr 15-n019wm 15-n089nr,22.99,HP,,,,,,,,Original 65W Charger Adapter Cord Pavilion n067nr n069nr n084ca n093nr n097nr n019wm n089nr
318,"HP Chromebook 11 G5 - Education Edition - 11.6"" - Celeron N3060 - 4 GB RAM - 16 GB SSD - US",220.99,HP,11.6 in,4 GB,16 GB,Intel Celeron,1.6 Hz,Chrome,0 h,Chromebook G5 Education Edition Celeron N3060 SSD US
319,"Refurbished HP Elitebook 8440p Laptop Notebook, Intel Core i5 2.4GHz, 8GB DDR3, 250GB SATA HDD, DVDRW, Windows 10 Home 64bit w/ Restore Partition",229.98,HP,14.10 Inches,8.00 Gigabytes,250.00 Gigabytes,Intel Core i5,2.40 Gigahertz,Windows 10 Home 64bit,,Refurbished Elitebook 8440p Notebook Intel i5 4GHz DDR3 SATA 64bit w
320,"HP Silver 17.3"" Pavilion 17-g121wm Laptop PC with AMD A10-8700P Processor, 8GB Memory, 1TB Hard Drive and Windows 10 Home",573.0,HP,"17.3""",8 GB,1 Terabytes,AMD Quad-Core A10-8700P APU Processor,"1.80 GHz, with a Max Turbo Speed of 3.20 GHz",Windows 10,5 hours,Silver 17 Pavilion 17 g121wm AMD A10 8700P Drive
321,"Manufacturer Refurbished - HP 15-BS008CA 15.6"" Laptop Intel Pentium N3710 1.6GHz 4GB 500GB Windows 10",244.99,HP,"15.6\""",4 GB,500 GB,,,Microsoft Windows,,Manufacturer Refurbished BS008CA Intel Pentium N3710
322,Refurbished HP EliteBook 8460p 2.5GHz i5 4GB 250GB DRW Windows 10 Pro 64 Laptop CAM,153.85,HP,,,,,,,,Refurbished EliteBook 8460p 5GHz i5 DRW CAM
323,"Refurbished HP 8300 SFF Desktop PC with Intel Core i5-3470 Processor, 8GB Memory, 22"" LCD Monitor, 2TB Hard Drive and Windows 10 Home",355.23,HP,"22""",8 GB,2 TB,Intel Core i5-3470 Processor,3.20 GHz,Windows 10,,Refurbished 8300 SFF Desktop Intel i5 3470 22 LCD Monitor 2TB Drive
324,"HP 15-ay012ca - 15.6"" - Celeron N 1.6GHz - 8GB RAM - 1TB  HD (Certified Refurbished)",299.99,HP,"15.6\""",8 GB,1 TB,,,Windows 10,,ay012ca Celeron N Refurbished
325,"REFURBISHED - Hp Elitebook 8740w 17"" Laptop I7 720qm 1.6ghz Cpu 8gb Ram 500gb Hd",639.96,HP,17,8 GB,500,,,Microsoft Windows,,REFURBISHED Elitebook 8740w 17 I7 720qm Cpu
326,"Refurbished HP Pavilion Laptop, 15.6 Screen, Intel Core i7, 8GB Memory, 1TB Hard Drive, Windows 10 Home, 15-cc055od",499.0,HP,,8 GB,1 TB,,,Microsoft Windows,,Refurbished Pavilion Intel i7 Drive cc055od
327,Original HP 45W AC Charger Power Adapter Cord For HP 15-g020ca 15-g020dx 15-g021ca 15-g021nr 15-g023cl 15-g024nr 15-g027ca,21.99,HP,,,,,,,,Original 45W Charger Adapter Cord g020ca g020dx g021ca g021nr g023cl g024nr g027ca
328,Original HP 45W AC Charger Power Adapter Cord For HP Pavilion x360 Convertible 15-bk163dx 15-bk167cl 15-bk177cl 15-bk193ms 15-br010ca 15-br010nr 15-br020ca,21.99,HP,,,,,,,,Original 45W Charger Adapter Cord Pavilion x360 Convertible bk163dx bk167cl bk177cl bk193ms br010ca br010nr br020ca
329,"Refurbished HP EliteBook 8470P 14"" Laptop, Windows 10 Pro, Intel Core i5-3320M Processor, 8GB RAM, 128GB Solid State Drive",314.37,HP,"14.0""",8 GB,128 GB,Intel Core i5,2.60 GHz,Windows 10,5 hours,Refurbished EliteBook 8470P Intel i5 3320M 128GB Drive
330,"Refurbished HP Elitebook 8470p Laptop WEBCAM, Intel Core i5 2.6GHz, 4GB DDR3, 320GB SATA HDD, DVD, 14.1"", Charger, Windows 10 Home 64bit w/ Restore Partition",189.97,HP,14.10 Inches,4.00 Gigabytes,320.00 Gigabytes,Intel Core i5,2.60 Gigahertz,Windows 10 Home 64bit,,Refurbished Elitebook 8470p Intel i5 DDR3 320GB SATA Charger 64bit w
331,"REFURBISHED HP 8570P EliteBook Laptop 15.6""  Intel Core i5 3320M 3rd Gen 2.6GHz 4GB 250GB",174.99,HP,"15.6\""",4 GB,250 GB,,,Microsoft Windows,,REFURBISHED 8570P EliteBook Intel i5 3320M 3rd
332,"Refurbished HP Elitebook 8470p Laptop WEBCAM, Intel Core i5 2.6GHz, 8GB DDR3, 500GB SATA HDD, DVD, Windows 10 Home 64bit w/ Restore Partition",249.95,HP,14.10 Inches,8.00 Gigabytes,500.00 Gigabytes,Intel Core i5,2.60 Gigahertz,Windows 10 Home 64bit,,Refurbished Elitebook 8470p Intel i5 DDR3 SATA 64bit w
333,"Manufacturer Refurbished - HP x360 11-ae030nr 11.6"" Touch Screen Laptop N3350 1.10GHz 4GB 16GB Chrome OS",199.99,HP,"11.6\""",,,,,,,Manufacturer Refurbished x360 ae030nr Touch N3350 10GHz
334,"Manufacturer Refurbished - HP 17-BS010NR 17.3"" Laptop Intel Pentium N3710 1.6GHz 4GB memory 1TB storage W10",349.99,HP,"17.3\""",4 GB,1 TB,,,Microsoft Windows,,Manufacturer Refurbished 17 BS010NR 17 Intel Pentium N3710 W10
335,"Refurbished HP Envy 17 17.3"" 1080 Notebook/Laptop, Intel Core i7-7500U 2.7GHz, 16GB Ram Memory, 1TB Hard Drive, NVIDIA 4GB 940MX, WiFi AC, Bluetooth, DVDRW, Backlit Keyboard, Windows 10 Home",765.35,HP,17.3 in,16 GB,1 TB,Intel Core i7,2.7 GHz,Windows 10,,Refurbished Envy 17 17 1080 Notebook Intel i7 7500U 7GHz Drive NVIDIA 940MX
336,"Refurbished HP 640 G1 14"" Laptop, Windows 10 Pro, Intel Core i5-4300M Processor, 4GB RAM, 500GB Hard Drive",231.54,HP,"14.0""",4 GB,500 GB,Intel Core i5,2.60 GHz,Windows 10,1 hour,Refurbished 640 G1 Intel i5 4300M Drive
337,Refurbished HP Pavilion x360 11-k064nr Tablet PC - 11.6 - Wireless LAN - Intel Pentium N3700 Quad-core (4 Core) 1.60 GHz - M1X20UA#ABA,335.19,HP,,,,,,,,Refurbished Pavilion x360 k064nr Tablet LAN Intel Pentium N3700 Quad 60 GHz M1X20UA ABA
338,"Refurbished HP 17-bs051od 17.3 Screen, 7th Gen Intel Core i3, 6GB Memory, 1TB Hard Drive, DVD+/-RW, HDMI, Windows 10",349.0,HP,,6 GB,1 TB,,,Microsoft Windows,,Refurbished 17 bs051od 17 7th Intel i3 Drive
339,"Refurbished ""HP 17-BS012CY Laptop 17-BS012CY Laptop""",481.95,HP,"17.3\""",,2000 GB,,,Microsoft Windows,,Refurbished 17 BS012CY 17 BS012CY
340,HP EliteBook 8460p Intel i5-2520M 2.50Ghz 8GB RAM 500GB HDD Win 10 Pro Webcam,269.69,HP,,8 GB,500 GB,,2 GHz,Microsoft Windows,,EliteBook 8460p Intel i5 2520M Win
341,"HP Refurbished  215 G1, SUBNOTEBOOK, AMD A6-1450, 1.0 GHZ, 8GB, 320GB, 11.6W, WEBCAM,Windows 10 Home",238.0,HP,11.6 in,8 GB,320 GB,AMD A6-1450,1 GHz,Windows 10,,Refurbished 215 G1 SUBNOTEBOOK AMD A6 1450 GHZ 320GB 6W
342,Original HP 45W AC Charger Power Adapter Cord For HP ENVY x360 Convertible 15-u010dx 15-u011dx 15-u050ca 15-u100nr 15-u110dx 15-u111dx 15-u170ca,21.99,HP,,,,,,,,Original 45W Charger Adapter Cord ENVY x360 Convertible u010dx u011dx u050ca u100nr u110dx u111dx u170ca
343,Original HP 45W AC Charger Power Adapter Cord For HP Pavilion 15-ab153nr 15-ab157cl 15-ab157nr 15-ab161nr 15-ab165us 15-ab168ca 15-ab173cl,21.99,HP,,,,,,,,Original 45W Charger Adapter Cord Pavilion ab153nr ab157cl ab157nr ab161nr ab165us ab168ca ab173cl
344,Original HP 45W AC Charger Power Adapter Cord For HP TouchSmart 15-g060nr 15-g082nr 15-g085nr 15-g014dx 15-g020nr 15-g041ca 15-g059wm,21.99,HP,,,,,,,,Original 45W Charger Adapter Cord TouchSmart g060nr g082nr g085nr g014dx g020nr g041ca g059wm
345,"HP EliteBook 840 G3 - 14"" - Core i5 6200U - 8 GB RAM - 256 GB SSD",1309.18,HP,"14""",,256,Intel Core i5,2.3 GHz,Windows 7,9,EliteBook 840 G3 i5 6200U SSD
346,"Refurbished HP ZBook 17 17.3"" Laptop, Windows 10 Pro, Intel Core i7-4600M Processor, 8GB RAM, 256GB Solid State Drive",540.5,HP,"17.3\""",8 GB,256 GB,,,Microsoft Windows,,Refurbished ZBook 17 17 Intel i7 4600M Drive
347,"Refurbished HP 10-p018wm Detachable Laptop 10.1"" Intel Atom x5-Z8350CPU 4GB 64GB eMMC,Win10",142.29,HP,"10.1\""",4 GB,,,,Microsoft Windows,,Refurbished p018wm Detachable Intel Atom x5 Z8350CPU Win10
348,"Refurbished HP 5700 SFF Desktop PC with Intel Core 2 Duo E4400 Processor, 4GB Memory, 160GB Hard Drive and Windows 10 Home (Monitor Not Included)",131.9,HP,,4 GB,160 GB,Intel Core2 Duo E4400 Processor,2.00 GHz,Windows 10,,Refurbished 5700 SFF Desktop Intel Duo E4400 160GB Drive Monitor Not
349,"REFURBISHED HP 6470B Probook 14"" I3-3110M 2.4GHZ 4GB 320GB Windows 7 Professional No Webcam",159.99,HP,,,,,,,,REFURBISHED 6470B Probook I3 3110M 4GHZ 320GB Professional No
350,"Refurbished HP EliteBook 2560p 12.5"" Laptop, Windows 10 Pro, Intel Core i5 Processor, 4GB RAM, 160GB Hard Drive",239.25,HP,"12.5""",4 GB,160 GB,Intel Core i5,2.40 GHz,Windows 10,5 hours,Refurbished EliteBook 2560p 12 Intel i5 160GB Drive
351,"Refurbished HP Elitebook 8460p Laptop WEBCAM, Intel Core i5 2.5ghz, 4GB DDR3, 320GB SATA HDD, DVDRW, Windows 10 Home 64bit w/ Restore Partition",189.97,HP,14.10 Inches,4.00 Gigabytes,320.00 Gigabytes,Intel Core i5,2.50 Gigahertz,Windows 10 Home 64bit,,Refurbished Elitebook 8460p Intel i5 5ghz DDR3 320GB SATA 64bit w
352,"2017 Newest HP 15.6"" HD WLED Backlit Display Laptop, AMD A6-7310 Quad-Core APU 2GHz, 8GB RAM, 500GB HDD WiFi, DVD+/-RW, Webcam, Windows 10, Black",399.0,HP,15.60 in,6.00 GB,500.00 GB,AMD Quad-Core A6-7310,2.00 GHz,Windows 10,,2017 AMD A6 7310 Quad APU 2GHz Black
353,"Manufacturer Refurbished - HP EliteBook 820 G2 12.5"" Touchscreen Laptop i5-5300U 2.3GHz 8GB 256GB win10",399.99,HP,"12.5\""",8 GB,256 GB,,,Microsoft Windows,,Manufacturer Refurbished EliteBook 820 G2 12 Touchscreen i5 5300U 3GHz win10
354,Hp X7V30UA#ABA 11 y020nr 11.6 in Netbook,202.99,HP,11.60 in,4 Gigabytes,32 Gigabytes,Intel N3060,1.6 Gigahertz,Unknown,,X7V30UA ABA y020nr Netbook
355,"Refurbished HP 6000 SFF Desktop PC with Intel Core 2 Duo E8400 Processor, 4GB Memory, 19"" LCD Monitor, 1TB Hard Drive and Windows 10 Home",192.14,HP,"19""",4 GB,1 TB,Intel Core 2 Duo E8400 Processor,3.00 GHz,Windows 10,,Refurbished 6000 SFF Desktop Intel Duo E8400 19 LCD Monitor Drive
356,"Refurbished HP EliteBook 8470P 14"" Laptop, Windows 10 Pro, Intel Core i5-3320M Processor, 4GB RAM, 128GB Solid State Drive",270.0,HP,"14.0""",4 GB,128 GB,Intel Core i5,2.60 GHz,Windows 10,5 hours,Refurbished EliteBook 8470P Intel i5 3320M 128GB Drive
357,Refurbished HP EliteBook 8460P Laptop  i5-2520M 8GB 500GB Win 7 Pro 1 Yr Wty A v.BBW,274.99,HP,14 Inches,8 Gigabytes,500 Gigabytes,i5-2520M,2.5 Gigahertz,Windows 7,,Refurbished EliteBook 8460P i5 2520M Win Wty v BBW
358,"HP EliteBook 1040 G3 - 14"" - Core i5 6300U - 8 GB RAM - 256 GB SSD",1358.27,HP,"14""",8,256,Intel Core i5,0 GHz,Windows 7,0 h,EliteBook 1040 G3 i5 6300U SSD
359,"HP EliteBook 850 G4 - 15.6"" - Core i5 7200U - 8 GB RAM - 256 GB SSD",1076.3,HP,15.6 Inches,0 Gigabytes,0 Gigabytes,Intel Core i5,0 Gigahertz,Unknown,0 h,EliteBook 850 G4 i5 7200U SSD
360,"Manufacturer Refurbished - HP 15-BS048CL 15.6"" Touch Laptop Intel i3-7100U 2.40GHz 12GB 1TB DVDRW Win 10",399.99,HP,"15.6\""",12 GB,1 TB,,,Microsoft Windows,,Manufacturer Refurbished BS048CL Touch Intel i3 7100U 12GB Win
361,"HP ProBook 640 G2 - 14"" - Core i5 6200U - 4 GB RAM - 500 GB HDD",871.06,HP,"14.0""",4 GB,500 GB,Intel Core i5,2.30 GHz,Windows 7,10 hours 15 minutes,ProBook 640 G2 i5 6200U 500
362,HP 15 Core i3-7100 2TB HDD 15.6” HD Touch Screen Laptop Bundle with Office 365 (Refurbished),529.99,HP,"15.6\""",,2000 GB,,,Microsoft Windows,,i3 7100 2TB 6” Touch Bundle Refurbished
363,Original HP 45W AC Charger Power Adapter Cord For HP 15-ba138ca 15-ba140ca 15-ba154nr 15-bn070wm 15-d040dx 15-d050nr 15-d051nr,21.99,HP,,,,,,,,Original 45W Charger Adapter Cord ba138ca ba140ca ba154nr bn070wm d040dx d050nr d051nr
364,Original HP 45W AC Charger Power Adapter Cord For HP 15-af137cl 15-af141dx 15-af152nr 15-af115nr 15-af120nr 15-af122nr 15-af130nr,21.99,HP,,,,,,,,Original 45W Charger Adapter Cord af137cl af141dx af152nr af115nr af120nr af122nr af130nr
365,"Refurbished HP ZBook 17 17.3"" Laptop, Windows 10 Pro, Intel Core i7-4600M Processor, 8GB RAM, 500GB Solid State Drive",586.5,HP,"17.3\""",8 GB,500 GB,,,Microsoft Windows,,Refurbished ZBook 17 17 Intel i7 4600M Drive
366,"Refurbished HP EliteBook 2560p 12.5"" Laptop, Windows 10 Pro, Intel Core i5 Processor, 8GB RAM, 160GB Hard Drive",261.57,HP,"12.5""",8 GB,160 GB,Intel Core i5,2.40 GHz,Windows 10,5 hours,Refurbished EliteBook 2560p 12 Intel i5 160GB Drive
367,Manufacturer Refurbished - HP 15-F272WM 15.6 Laptop Intel Pentium N3540 2.16GHz Quad-Core 4GB 500GB Win10,270.99,,,,,,,,,Manufacturer Refurbished F272WM Intel Pentium N3540 16GHz Quad Win10
368,"Refurbished HP Elitebook 8470p Laptop WEBCAM, Intel Core i5 2.6GHz, 8GB DDR3, 250GB SATA HDD, DVD, Windows 10 Home 64bit w/ Restore Partition",240.98,HP,14.10 Inches,8.00 Gigabytes,250.00 Gigabytes,Intel Core i5,2.60 Gigahertz,Windows 10 Home 64bit,,Refurbished Elitebook 8470p Intel i5 DDR3 SATA 64bit w
369,Original HP 45W AC Charger Power Adapter Cord For HP Pavilion Laptop 15-cc565nr 15-cc566nr 15-cc593ms 15-cd007ca 15-cd040wm 15-cd051nr 15-cd075nr,21.99,HP,,,,,,,,Original 45W Charger Adapter Cord Pavilion cc565nr cc566nr cc593ms cd007ca cd040wm cd051nr cd075nr
370,"HP EliteBook 850 G3 - 15.6"" - Core i7 6600U - 8 GB RAM - 256 GB SSD",1618.86,HP,"15.6""",8 GB,256 GB,Intel Core i7,2.60 GHz,Windows 7,13 hours 15 minutes,EliteBook 850 G3 i7 6600U SSD
371,"HP EliteBook x360 1030 G2 - 13.3"" - Core i7 7600U - 16 GB RAM - 512 GB SSD - US - with HP Active Pen USB-C to LAN adapter",2031.67,HP,13.3 in,16 GB,512 GB,Core i7 7600U,2.8 GHz,Windows 10,16.5 h,EliteBook x360 1030 G2 13 i7 7600U 512 SSD US C LAN adapter
372,"ProBook 470 G5 i5-8250U 8 GB 500 GB 17.3"" Windows 10 Pro Notebook",800.67,HP,17.30 in,8.00 GB,500.00 GB,Intel Core i5,1.60 GHz,Windows 10,14.00 h,ProBook 470 G5 i5 8250U 500 17 Notebook
373,"Refurbished HP Elitebook 840 G1 Laptop, Intel Core i5 1.9GHz 4th Gen. Processor, 8GB DDR3, 180GB SSD HD, Charger, 14"" LED, Windows 10 Pro 64bit w/ Restore Partition",278.0,HP,14.00 Inches,8.00 Gigabytes,180.00 Gigabytes,Intel Core i5,1.90 Gigahertz,Windows 10 Pro 64bit,,Refurbished Elitebook 840 G1 Intel i5 9GHz 4th DDR3 180GB SSD Charger 64bit w
374,Original HP 45W AC Charger Power Adapter Cord For HP 15-ay018ca 15-ay028ca 15-ay041wm 15-ay043ca 15-ay053ca 15-ay053nr 15-ay071nr,21.99,HP,,,,,,,,Original 45W Charger Adapter Cord ay018ca ay028ca ay041wm ay043ca ay053ca ay053nr ay071nr
375,"Manufacturer Refurbished - HP Pavilion 15-ay061nr 15.6"" Laptop Intel N3710 up to 2.56GHz 8GB 500GB Win 10",289.99,HP,,,,,,,,Manufacturer Refurbished Pavilion ay061nr Intel N3710 56GHz Win
376,"Manufacturer Refurbished - HP EliteBook 840 G1 14"" Laptop Intel Core i5-4300U 1.9GHz 8GB 256GB SSD W10 Pro",349.99,HP,"14\""",8 GB,256 GB,,,Microsoft Windows,,Manufacturer Refurbished EliteBook 840 G1 Intel i5 4300U 9GHz SSD W10
377,"HP Flagship High Performance 15.6"" HD Touchscreen Laptop PC, Premium Flagship Intel Quad-Core Pentium N3540 Processor, 4GB RAM, 500GB HDD, SuperMulti DVD Burner, Webcam, HDMI, Wi-Fi, USB 3.0, Windows",399.0,HP,"15.6\""",4.00 GB,500.00 GB,Intel Pentium Processor N3540,2.16 GHz,Windows 10,,Flagship Touchscreen Premium Flagship Intel Quad Pentium N3540 SuperMulti Wi Fi
378,HP Genuine Original OEM 65W Laptop Charger AC Adapter Power Cord For HP Pavilion Sleekbook 15-b119sl 15-b119ss 15-b119wm 15-b120la 15-b120us 15-b121er 15-b123es,23.99,HP,,,,,,,,Genuine Original OEM 65W Charger Adapter Cord Pavilion Sleekbook b119sl b119ss b119wm b120la b120us b121er b123es
379,"HP Full HD Touch x360 Convertible Laptop i5-7200U 12GB 1TB Backlit Keyboard, Silver 15-br077cl 2DS98UA#ABA",648.29,HP,"15.6\""",12 GB,1 TB,Intel Core i5,,,,Full Touch x360 Convertible i5 7200U 12GB Silver br077cl 2DS98UA ABA
380,HP Thin client t520 - AMD GX-212JC @1.2GHZ - 4GB RAM - 16GB SSD - Win7 (Certified Refurbished),171.57,HP,,4 GB,16 GB,AMD G-series GX-212JC,,WINDOWS EMBEDDED STANDARD 7,,Thin client t520 AMD GX 212JC 2GHZ SSD Win7 Refurbished
381,"HP ZBook 17 G3 Mobile Workstation - 17.3"" - Core i7 6700HQ - 16 GB RAM - 1 TB HDD",1717.21,HP,17.30 in,16 Gigabytes,1 Terabytes,Intel i7-6700HQ,2.6 Gigahertz,Windows 7,,ZBook 17 G3 Mobile 17 i7 6700HQ
382,Original HP 45W AC Charger Power Adapter Cord For HP 15-g012dx 15-g013cl 15-g013dx 15-g014la 15-g018dx 15-g018st 15-g019wm,21.99,HP,,,,,,,,Original 45W Charger Adapter Cord g012dx g013cl g013dx g014la g018dx g018st g019wm
383,"Refurbished HP EliteBook 8460P 14"" Laptop, Windows 10 Pro, Intel Core i5-2520M Processor, 8GB RAM, 128GB Solid State Drive",293.03,HP,"14.0""",8 GB,128 GB,Intel Core i5,2.50 GHz,Windows 10,5 hours,Refurbished EliteBook 8460P Intel i5 2520M 128GB Drive
384,"HP Pavilion 15-Cc563Nr 15.6"" Laptop, Touchscreen, Windows 10 Home, Intel Core i3-7100U Dual-Core Processor, 8GB RAM, 1TB Hybrid Hard Drive",549.99,HP,"15.6""",8 GB,"8 GB, 1 TB",Intel Core i3,2.40 GHz,Windows 10,9 hours,Pavilion Cc563Nr Touchscreen Intel i3 7100U Dual Hybrid Drive
385,"Refurbished HP 11"" Stream Laptop PC with Intel Celeron N3050 Dual-Core Processor, 2GB Memory, 32GB Hard Drive and Windows 10 Home and Office 365 Personal 1-year subscription included",160.28,HP,11 in,2 GB,32  GB,Intel Celeron,"1.60 GHz, with a Max Turbo Speed of 2.16 GHz",Windows 10,10 hours 45 minutes,Refurbished Stream Intel Celeron N3050 Dual 2GB Drive
386,"HP ProBook 450 G3 - 15.6"" - Core i5 6200U - 8 GB RAM - 500 GB HDD",707.97,HP,"15.6""",8 GB,500 GB,Intel Core i5,"2.30 GHz, with a Max Turbo Speed of 2.80 GHz",Windows 7,10 hours,ProBook 450 G3 i5 6200U 500
387,"Manufacturer Refurbished - HP Stream 14-ax011ds 14"" Laptop Celeron N3060 1.60GHz 4GB RAM 32GB eMMC WIN10",174.99,HP,"14\""",32 GB,,,,Microsoft Windows,,Manufacturer Refurbished Stream ax011ds Celeron N3060 60GHz WIN10
388,"HP PROBOOK 450 G2 LAPTOP, 15.6"", INTEL CORE I3-5005U @2.00GHZ, 4GB RAM, 500GB HDD, INTEL HD GRAPHICS 5500, WINDOWS 10 PRO (Certified Refurbished)",329.99,HP,"15.6\""",4 GB,500 GB,INTEL CORE I3-5005U,,Windows 10,,PROBOOK 450 G2 INTEL I3 5005U 00GHZ INTEL 5500 Refurbished
389,Refurbished HP EliteBook 8470p 2.6GHz i7 8GB 256SSD DRW Windows 10 Pro 64 Laptop B Camera,284.25,HP,,,,,,,,Refurbished EliteBook 8470p i7 256SSD DRW B
390,Original HP 45W AC Charger Power Adapter Cord For HP 15-g028ca 15-g029ca 15-g029wm 15-g035st 15-g035wm 15-g039ca 15-g039wm,21.99,HP,,,,,,,,Original 45W Charger Adapter Cord g028ca g029ca g029wm g035st g035wm g039ca g039wm
391,"HP OMEN 15.6"" Gaming Laptop Computer - Intel i7, 8GB RAM, NVIDIA GTX 1050 (W2N39UA#ABA) + Elite Suite 17 Standard Software Bundle (Corel WordPerfect,PC Mover,PDF Fusion,X9) +1 Year Extended Warranty",989.0,HP,"15.6\""",8 GB,,,,Microsoft Windows,,OMEN Intel i7 NVIDIA GTX 1050 W2N39UA ABA Elite Suite 17 Standard Software Bundle Corel WordPerfect Mover PDF Fusion X9 Extended Warranty
392,"Manufacturer Refurbished - HP 15-bw028ca 15.6"" Touch Screen Laptop A9-9420 3.00GHz 8GB RAM 1TB HDD WIN10",359.99,HP,"15.6\""",8 GB,1 TB,,,Microsoft Windows,,Manufacturer Refurbished bw028ca Touch A9 9420 00GHz WIN10
393,2017 Newest HP Premium High Performance 17.3 Inch Business Laptop Intel Pentium N3710 Quad-Core Processor 4GB Memory 1TB Hard Drive HD Webcam DVD HDMI Webcam 802.11ac Bluetooth Window 10- Turbo Silver,549.0,HP,17.30 in,4.00 GB,1.00 TB,Intel Pentium N3710 Quad Core,1.60 GHz,Windows 10,,2017 Premium 17 Business Intel Pentium N3710 Quad Drive 802 11ac Window Turbo Silver
394,"Refurbished ""HP 15-BS009CY Laptop 15-BS009CY Laptop""",469.99,HP,15.6 in,,2 TB,,,Microsoft Windows,,Refurbished BS009CY BS009CY
395,Original HP 65W AC Charger Power Adapter Cord For HP Pavilion 15-ab181la 15-ab188ca 15-ab105la 15-ab114la 15-ab247cl 15-ab273nr 15-ab259nr,22.99,HP,,,,,,,,Original 65W Charger Adapter Cord Pavilion ab181la ab188ca ab105la ab114la ab247cl ab273nr ab259nr
396,Original HP 45W AC Charger Power Adapter Cord For HP 15-ac055nr 15-ac061nr 15-ac063nr 15-ac071nr 15-ac078nr 15-ac137nr 15-ac114nr,21.99,HP,,,,,,,,Original 45W Charger Adapter Cord ac055nr ac061nr ac063nr ac071nr ac078nr ac137nr ac114nr
397,HP ProBook 6470b Intel i5 2.60Ghz 8GB RAM 128GB SSD Win 10 Pro Webcam,284.69,HP,,8 GB,128 GB,,2 Ghz,Microsoft Windows,,ProBook 6470b Intel i5 60Ghz 128GB SSD Win
398,"HP OMEN 17 17.3 UHD 4K VR Ready Gaming and Business Laptop (Intel i7, 2TB SSD, 17.3 inch UHD 3840 x 2160, 32GB RAM, GeForce GTX 1060, Win 10 Pro)",3196.45,HP,17.3,,2000,,,,,OMEN 17 17 UHD 4K VR Ready Business Intel i7 2TB SSD 17 UHD 3840 x 2160 GeForce GTX 1060 Win
399,"HP EliteBook 840 G3 - 14"" - Core i5 6200U - 8 GB RAM - 128 GB SSD",1210.28,HP,"14.0""",8 GB,128 GB,Intel Core i5,2.30 GHz,Windows 7,9 hours,EliteBook 840 G3 i5 6200U 128 SSD
400,"HP ProBook 470 G5 Core i7-8550U8 GB DDR4 17.3"" diagonal FHD IPS anti-glareGeForce 930MX Notebook PC",996.99,HP,17.30 in,8.00 GB,1 Terabytes,Intel Core i7,1.80 GHz,Windows 10 Pro (English),14.25 h,ProBook 470 G5 i7 8550U8 17 IPS glareGeForce 930MX Notebook
401,"Refurbished HP Elitebook 8440p Laptop Notebook, Intel Core i5 2.4GHz, 6GB DDR3, 500GB SATA HDD, DVDRW, Windows 10 Home 64bit w/ Restore Partition",242.98,HP,14.10 Inches,6.00 Gigabytes,500.00 Gigabytes,Intel Core i5,2.40 Gigahertz,Windows 10 Home 64bit,,Refurbished Elitebook 8440p Notebook Intel i5 4GHz DDR3 SATA 64bit w
