ID,Name,Price,Brand,Screen Size,RAM,Hard Drive Capacity,Processor Type,Processor Speed,Operating System,Battery Life,Clean Name
82,"Refurbished HP 15-bs020WM, 15.6"" Touch Laptop, Intel N3710 CPU, 4GB RAM, 500GB HDD",250.45,HP,"15.6\""",4 GB,500 GB,,,Microsoft Windows,,Refurbished bs020WM Touch Intel N3710 CPU
83,"HP EliteBook Folio G1 - 12.5"" - Core m5 6Y54 - 8 GB RAM - 256 GB SSD",1331.25,HP,"12.5""",8 GB,256 GB,Intel Core M5-6Y54 Dual-Core Processor,1.10 GHz,Windows 10,10 hours,EliteBook Folio G1 12 m5 6Y54 SSD
84,"Refurbished HP Black 15.6"" ProBook 6560B Laptop PC with Intel Core i5-2520M Processor, 8GB Memory, 750GB Hard Drive and Windows 10 Pro",349.99,HP,15.6 in,8 GB,750 Gigabytes,Intel Core i5,2.50 GHz,Windows 10,,Refurbished Black ProBook 6560B Intel i5 2520M 750GB Drive
85,"""HP X7T64UA-ABA Chromebook 11 V010NR""",169.99,HP,11.60 in,4 Gigabytes,16 Gigabytes,Intel N3060,1.6 Gigahertz,Chrome OS,,X7T64UA ABA Chromebook V010NR
86,"HP EliteBook x360 1030 G2 - 13.3"" - Core i5 7200U - 8 GB RAM - 128 GB SSD",1346.79,HP,"13.3""",8 GB,128 GB,Intel Core i5,2.5 Gigahertz,Windows 10,16 Hours,EliteBook x360 1030 G2 13 i5 7200U 128 SSD
87,"REFURBISHED HP Elitebook 8560p 15.6"" Intel Core i5-2520M 2.5GHz 4GB  250GB HDD Windows 7 & New Battery (No Webcam)",169.99,HP,,4 Gigabytes,,,,,8 Hours,REFURBISHED Elitebook 8560p Intel i5 2520M 5GHz New Battery No
88,"Manufacturer Refurbished - HP 14-AM052NR 14"" Laptop Intel Celeron N3060 1.6GHz 4GB 32GB Windows 10 Home",179.99,HP,,,,,,,,Manufacturer Refurbished AM052NR Intel Celeron N3060
89,"HP 15.6"" Premium Flagship Touchscreen Laptop, Latest AMD Quad Core A12-9720P 2.7 GHz Processor, 8GB DDR4 RAM, 1TB HDD, DVD Burner, AMD Radeon R7 graphics, Wireless Mouse, Backpack, Windows 10, Gray",469.99,HP,"15.6\""",8 GB,1 TB,A10,,Microsoft Windows,,Premium Flagship Touchscreen AMD Quad A12 9720P GHz AMD Radeon R7 Gray
90,"Refurbished HP 15.6"" ProBook 6570B WA5-0876 Laptop PC with Intel Core i5-3210M Processor, 4GB Memory, 320GB Hard Drive and Windows 10 Pro",277.33,HP,"15.6""",4 GB,320 GB,Intel Core i5,2.50 GHz,Windows 10,30 minutes,Refurbished ProBook 6570B WA5 0876 Intel i5 3210M 320GB Drive
91,"Refurbished HP Silver 14"" EliteBook 8470P WA5-1064 Laptop PC with Intel Core i5-3320M Processor, 8GB Memory, 256GB Solid State Drive and Windows 10 Pro",299.25,HP,"14.0""",8 GB,256 GB,Intel Core i5,2.60 GHz,Windows 10,,Refurbished Silver EliteBook 8470P WA5 1064 Intel i5 3320M Drive
92,"2016 HP Chromebook 11.6-inch Laptop, Samsung Dual-Core Processor 1.7GHz, 2GB RAM, 16GB SSD, 802.11b/g/n WiFi, Bluetooth, HDMI, White/Blue (Certified Refurbished)",169.95,HP,"11.6\""",2 GB,16 GB,,,Chrome OS,,2016 Chromebook Samsung Dual 7GHz 2GB SSD 802 11b g n White Blue Refurbished
93,"Refurbished HP Ultrabook Silver 14"" EliteBook Folio 9470M WA5-1159 Laptop PC with Intel Core i5-1.8GHz 3427U, 16GB Memory, 256GB Solid State Drive and Windows 10 Pro",336.0,HP,14.0 in,16 GB,256 Gigabytes,Intel Core i5,1.80 GHz,Windows 10,,Refurbished Ultrabook Silver EliteBook Folio 9470M WA5 1159 Intel i5 8GHz 3427U Drive
94,"Manufacturer Refurbished - HP 15-bs007ds 15.6"" Touchscreen Laptop intel Pentium N3710 1.60GHz 4GB 1TB WIN10",299.99,HP,"15.6\""",4 GB,1 TB,,,Microsoft Windows,,Manufacturer Refurbished bs007ds Touchscreen intel Pentium N3710 60GHz WIN10
95,"Refurbished HP 5800 TWR Desktop PC with Intel Core 2 Duo E7400 Processor, 4GB Memory, 160GB Hard Drive and Windows 10 Home (Monitor Not Included)",96.6,HP,,4 GB,160 GB,Intel Core2 Duo E7400 Processor,2.80 GHz,Windows 10,,Refurbished 5800 TWR Desktop Intel Duo E7400 160GB Drive Monitor Not
96,"Refurbished HP 215 G1 11.6"" Laptop, Windows 10 Pro 64-Bit, AMD A6-1450 Processor, 8GB RAM, 320GB SSD Hard Drive",187.12,HP,"11.6\""",8 GB,320 GB,,,Microsoft Windows,,Refurbished 215 G1 Bit AMD A6 1450 320GB SSD Drive
97,"Manufacturer Refurbished - HP 15-BA053NR 15.6"" Laptop AMD A10-9600P 2.4GHz 8GB 1TB Windows 10",339.99,HP,"15.6\""",8 GB,1 TB,,,Microsoft Windows,,Manufacturer Refurbished BA053NR AMD A10 9600P 4GHz
98,"Refurbished HP Elitebook 8460p Laptop WEBCAM, Intel Core i5 2.5GHz, 6GB DDR3, 320GB SATA HDD, DVDRW, Windows 10 Home 64bit w/ Restore Partition",195.99,HP,14.10 Inches,6.00 Gigabytes,320.00 Gigabytes,Intel Core i5,2.50 Gigahertz,Windows 10 Home 64bit,,Refurbished Elitebook 8460p Intel i5 5GHz DDR3 320GB SATA 64bit w
99,"Refurbished HP EliteBook 8470P 14"" Laptop, Windows 10 Home, Intel Core i5-3320M Processor, 4GB RAM, 500GB Hard Drive",220.5,HP,"14.0""",4 GB,500 GB,Intel Core i5,2.60 GHz,Windows 10,1 hour,Refurbished EliteBook 8470P Intel i5 3320M Drive
100,"Refurbished HP ProBook 6465b Laptop, AMD A4 Dual Core 2.1GHz, 3GB DDR3, 160GB SATA HDD, DVDRW, 14"", Charger, Windows 10 Home 32bit w/ Restore Partition",149.97,HP,14.00 Inches,3.00 Gigabytes,160.00 Gigabytes,AMD A4 3310MX,2.10 Gigahertz,Windows 10 Home 32bit,,Refurbished ProBook 6465b AMD A4 Dual 3GB DDR3 160GB SATA Charger 32bit w
101,"Refurbished HP EliteBook 8460P 14"" Laptop, Windows 10 Pro, Intel Core i5-2520M Processor, 4GB RAM, 128GB Solid State Drive",225.27,HP,"14.0""",4 GB,128 GB,Intel Core i5,2.50 GHz,Windows 10,5 hours,Refurbished EliteBook 8460P Intel i5 2520M 128GB Drive
102,"Manufacturer Refurbished - HP Notebook 15-bs010ds 15.6"" Touch Screen Laptop N3710 1.60GHz 4GB 1TB WIN10",329.99,HP,"15.6\""",4 GB,1 TB,,,Microsoft Windows,,Manufacturer Refurbished Notebook bs010ds Touch N3710 60GHz WIN10
103,"Manufacturer Refurbished - HP 14-BW010NR 14"" Laptop AMD E2-9000E 1.5GHz 4GB 500GB Windows 10",219.99,HP,"14\""",4 GB,500 GB,,,Microsoft Windows,,Manufacturer Refurbished BW010NR AMD E2 9000E 5GHz
104,"HP 15-ay000 15-ay067nr 15.6"" 16:9 Notebook - 1366 x 768 - BrightView - Intel Core i5 (6th Gen) i5-6200U Dual-core (2 Core) 2.30 GHz - 6 GB DDR3L SDRAM - 1 TB HDD - Windows 10 Home 64-bit - Turbo",449.99,HP,15.60 Inches,6 Gigabytes,1 Terabytes,Intel i5-6200U,2.3 Gigahertz,Windows 10,6 Hours,ay000 ay067nr Notebook 1366 x 768 BrightView Intel i5 6th i5 6200U Dual 30 GHz DDR3L bit Turbo
105,"REFURBISHED HP 6470B Probook 14"" I3-3110M 2.4GHZ 4GB 250GB Win 7 Professional No Webcam",119.99,HP,,,,,,,,REFURBISHED 6470B Probook I3 3110M 4GHZ Win Professional No
106,"Refurbished HP Elitebook 8460p Laptop WEBCAM, Intel Core i5 2.5GHz, 8GB DDR3, 500GB SATA HDD, DVDRW, Windows 10 Home 64bit w/ Restore Partition",245.99,HP,14.10 Inches,8.00 Gigabytes,500.00 Gigabytes,Intel Core i5,2.50 Gigahertz,Windows 10 Home 64bit,,Refurbished Elitebook 8460p Intel i5 5GHz DDR3 SATA 64bit w
107,"Refurbished HP 640 G1 14"" Laptop, Windows 10 Pro, Intel Core i5-4300M Processor, 16GB RAM, 500GB Solid State Drive",473.0,HP,"14.0""",16 GB,500 GB,Intel Core i5,2.60 GHz,Windows 10,1 hour,Refurbished 640 G1 Intel i5 4300M Drive
108,"Manufacturer Refurbished - HP 15-bs023ca 15.6"" Touch Screen Laptop i3-6006U 2GHz 8GB 1TB WIN10",329.99,HP,"15.6\""",8 GB,1 TB,,,Microsoft Windows,,Manufacturer Refurbished bs023ca Touch i3 6006U 2GHz WIN10
109,"Manufacturer Refurbished - HP Chromebook 14-ak030nr 14"" Laptop Intel N2840 2.16GHz 4GB 16GB eMMC Chrome OS",169.99,HP,,,,,,,,Manufacturer Refurbished Chromebook ak030nr Intel N2840 16GHz
110,"REFURBISHED HP Elitebook 8560p 15.6"" Intel Core i5-2520M 2.5GHz 4GB 320GB HDD Windows 7 & New Battery (No Webcam)",184.99,HP,,,,,,,,REFURBISHED Elitebook 8560p Intel i5 2520M 5GHz 320GB New Battery No
111,"Refurbished HP Silver 14"" EliteBook 8470P WA5-1068 Laptop PC with Intel Core i5-3320M Processor, 16GB Memory, 256GB Solid State Drive and Windows 10 Pro",368.13,HP,"14.0""",16 GB,256 GB,Intel Core i5,2.60 GHz,Windows 10,,Refurbished Silver EliteBook 8470P WA5 1068 Intel i5 3320M Drive
112,"Manufacturer Refurbished - HP x2 Detachable W3A06AV Laptop 10.1"" touch x5-Z8350 1.44GHz 2GB 32GB eMMC WIN10",189.99,HP,"10.1\""",,,,,Microsoft Windows,,Manufacturer Refurbished x2 Detachable W3A06AV touch x5 Z8350 44GHz 2GB WIN10
113,Refurbished HP EliteBook 725 G2 1.9GHz AMD A8 8GB 128SSD Windows 10 Pro 64 Laptop B CAM,200.0,HP,,8 GB,,,,Microsoft Windows,,Refurbished EliteBook 725 G2 9GHz AMD A8 128SSD B CAM
114,Original HP 45W AC Charger Power Adapter Cord For HP 15-f023wm 15-f024wm 15-f027ca 15-f033wm 15-f039wm 15-f048ca 15-f059wm,21.99,HP,,,,,,,,Original 45W Charger Adapter Cord f023wm f024wm f027ca f033wm f039wm f048ca f059wm
115,Original HP 45W AC Charger Power Adapter Cord For HP 15-f233wm 15-f272wm 15-f278nr 15-f279nr 15-f289nr 15-f205dx 15-f209nr,21.99,HP,,,,,,,,Original 45W Charger Adapter Cord f233wm f272wm f278nr f279nr f289nr f205dx f209nr
116,Original HP 45W AC Charger Power Adapter Cord For HP 15-ay019ca 15-ay019nr 15-ay020nr 15-ay023nr 15-ay029ca 15-ay038ca 15-ay039wm,21.99,HP,,,,,,,,Original 45W Charger Adapter Cord ay019ca ay019nr ay020nr ay023nr ay029ca ay038ca ay039wm
117,"Original HP 19.5V 3.34A 65W HP AC Adapter HP Laptop Charger HP Power Cord for HP 14, 15; HP ENVY 14,15,17 TouchSmart; Pavilion 11, 14, 15, 17, TouchSmart Series",24.99,HP,,,,,,,,Original 19 5V 34A 65W Adapter Charger Cord ENVY 17 TouchSmart Pavilion 17 TouchSmart Series
118,HP Genuine Original OEM 65W Laptop Charger AC Adapter Power Cord For HP Pavilion Sleekbook 15-b140us 15-b141el 15-b142dx 15-b143cl 15-b146sa 15-b148el 15-b150so,23.99,HP,,,,,,,,Genuine Original OEM 65W Charger Adapter Cord Pavilion Sleekbook b140us b141el b142dx b143cl b146sa b148el b150so
119,"Refurbished HP 14"" EliteBook 8470P WA5-0891 Laptop PC with Intel Core i5-3210M Processor, 8GB Memory, 320GB Hard Drive and Windows 10 Pro",225.75,HP,"14.0""",8 GB,320 GB,Intel Core i5,2.50 GHz,Windows 10,,Refurbished EliteBook 8470P WA5 0891 Intel i5 3210M 320GB Drive
120,"Refurbished HP Ultrabook 14"" EliteBook Folio 9470M WA5-0889 Laptop PC with Intel Core i5-3427U Processor, 8GB Memory, 256GB Solid State Drive and Windows 10 Pro",336.0,HP,"14.0""",8 GB,256 GB,Intel Core i5,1.80 GHz,Windows 10,30 minutes,Refurbished Ultrabook EliteBook Folio 9470M WA5 0889 Intel i5 3427U Drive
121,"Refurbished HP 14"" EliteBook 8470P WA5-0893 Laptop PC with Intel Core i5-3210M Processor, 8GB Memory, 128GB Solid State Drive and Windows 10 Pro",252.0,HP,"14.0""",8 GB,128 GB,Intel Core i5,2.50 GHz,Windows 10,,Refurbished EliteBook 8470P WA5 0893 Intel i5 3210M 128GB Drive
122,"Refurbished HP EliteBook Folio 9470M 14"" Laptop, Windows 10 Pro, Intel Core i5-3427U Processor, 8GB RAM, 500GB Hard Drive",280.0,HP,"14.0""",8 GB,500 GB,Intel Core i5,1.80 GHz,Windows 10,1 hour,Refurbished EliteBook Folio 9470M Intel i5 3427U Drive
123,"HP Stream 14"" Laptop, Windows 10 Home, Intel Celeron N3060 Processor, 4GB RAM, 32GB eMMC Storage, Refurbished",149.0,HP,"14.0""",4 GB,32 GB,Intel Celeron,"1.60 GHz, with a Max Turbo Speed of 2.48 GHz",Windows 10,10 hours,Stream Intel Celeron N3060 Refurbished
124,Original HP 45W AC Charger Power Adapter Cord For HP 15-f125wm 15-f222wm 15-f223nr 15-f211nr 15-f211wm 15-f224wm 15-f269nr,21.99,HP,,,,,,,,Original 45W Charger Adapter Cord f125wm f222wm f223nr f211nr f211wm f224wm f269nr
125,"HP 840 Intel Core i5-2.5GHz, 4GB RAM, 320GB Hard drive, 14"", Win 10 Pro (64-bit), Camera",189.0,HP,"14\""",4 GB,320 GB,,,Microsoft Windows,,840 Intel i5 5GHz 320GB drive Win bit
126,Original HP 45W AC Charger Power Adapter Cord For HP 15-ba007cl 15-ba008ca 15-ba009dx 15-ba010nr 15-ba013cl 15-ba014nr 15-ba014wm,21.99,HP,,,,,,,,Original 45W Charger Adapter Cord ba007cl ba008ca ba009dx ba010nr ba013cl ba014nr ba014wm
127,HP ENVY x360 13t 13-y094cl QHD+ Touchscreen Laptop Tablet Notebook 16GB i7 256GB SSD Windows 10 Professional QHD+ Office 365,989.99,HP,,16 GB,256 GB,,,Microsoft Windows,,ENVY x360 13t 13 y094cl QHD Touchscreen Tablet Notebook i7 SSD Professional QHD
128,"HP Pavilion 15-Cc066Nr 15.6"" Laptop, Windows 10 Home, Touchscreen, Intel Core i3-7100U Dual-Core Processor, 8GB RAM, 1TB Hard Drive",549.99,HP,"15.6""",8 GB,1 TB,Intel Core i3,2.40 GHz,Windows 10,9 hours 15 minutes,Pavilion Cc066Nr Touchscreen Intel i3 7100U Dual Drive
129,"HP Chromebook X360 11-AE030NR, Chrome OS™, Intel® Celeron® N3350 Processor, 11.6-inch Diagonal HD Touch Screen",269.99,HP,11.60 Inches,4 GB,0 GB,Intel N3350,1.1 Hz,Chrome OS,11.50 Hour,Chromebook X360 AE030NR OS™ Intel® Celeron® N3350 Touch
130,"Manufacturer Refurbished - HP Chromebook x360 11-ae027nr 11.6"" Touch Laptop N3350 1.10GHz 4GB 16GB ChromeOS",209.99,HP,"11.6\""",4 GB,,,,Chrome OS,,Manufacturer Refurbished Chromebook x360 ae027nr Touch N3350 10GHz ChromeOS
131,ENVY - 13-ad120nr Envy Notebook,1038.52,HP,13.3 in,8 GB,256 GB,Intel Core i7,1.8 Hz,Windows 10,14 Hour,ENVY 13 ad120nr Envy Notebook
132,"Refurbished HP Elitebook 8470p Laptop WEBCAM, Intel Core i5 2.6GHz, 4GB DDR3, 250GB SATA HDD, DVD, 14.1"", Charger, Windows 10 Home 64bit w/ Restore Partition",188.0,HP,14.10 Inches,4.00 Gigabytes,250.00 Gigabytes,Intel Core i5,2.60 Gigahertz,Windows 10 Home 64bit,,Refurbished Elitebook 8470p Intel i5 DDR3 SATA Charger 64bit w
133,"Manufacturer Refurbished - HP 15-bs011ds 15.6"" Touchscreen Laptop Intel Pentium N3710 1.60GHz 4GB 1TB WIN10",299.99,HP,"15.6\""",4 GB,1 TB,,,Microsoft Windows,,Manufacturer Refurbished bs011ds Touchscreen Intel Pentium N3710 60GHz WIN10
134,"Refurbished HP EliteBook Folio 9470M 14"" Laptop, Windows 10 Home, Intel Core i5-3427U Processor, 4GB RAM, 128GB Solid State Drive",241.5,HP,"14.0""",4 GB,128 GB,Intel Core i5,1.80 GHz,Windows 10,1 hour,Refurbished EliteBook Folio 9470M Intel i5 3427U 128GB Drive
135,"HP 17-bs019ds Intel Core i3-7100, 2TB HDD, 17.3” HD+ Touch-Screen Laptop (Manufacturer Refurbished)",439.99,HP,"17.3\""",,2000 GB,,,Microsoft Windows,,17 bs019ds Intel i3 7100 2TB 17 3” Touch Manufacturer Refurbished
136,"HP Pavilion 15-cc123cl 15.6"" Touchscreen Laptop i5-8250U 12GB 1TB W10 Refurb",529.99,HP,"15.6""",12 GB,1 TB,Intel Core i5,1.60 GHz,"Microsoft Windows, Windows 10",9.25 Hour,Pavilion cc123cl Touchscreen i5 8250U 12GB W10 Refurb
137,"HP 15-f222wm – 15.6 Laptop ,Touchscreen, Windows 10 Home, Intel Pentium Quad-Core Processor, 4GB Memory, 500GB Hard Drive",349.99,HP,"15.6""",4 GB,500 GB,Intel Pentium Quad-Core Processor,"2.16 GHz, with a Max Turbo Speed of 2.66 GHz",Windows 10,5 hours,f222wm – Touchscreen Intel Pentium Quad Drive
138,"HP 15-Br077Nr 15.6"" Laptop, Touchscreen, 2-in-1, Windows 10, Intel Core i5-7200U Processor, 8GB RAM, 256GB Solid State Drive",699.99,HP,"15.6""",8 GB,256 GB,Intel Core i5,"2.50 GHz, with a Max Turbo Speed of 3.10 GHz",Windows 10,9 hours,Br077Nr Touchscreen Intel i5 7200U Drive
139,"HP Chromebook 11.6"" HD Touch Screen with IPS, Celeron N3060 @ 1.6GHz, 4GB RAM, 16GB eMMC, Gray (Certified Refurbished)",199.99,HP,11.6,,,Intel Celeron,,Chrome,,Chromebook Touch IPS Celeron N3060 Gray Refurbished
140,"HP Chromebook x360 11 G1 EE 11.6"" Touchscreen LCD 2 in 1 Chromebook",386.33,HP,11.60 Inches,4 Gigabytes,32 Gigabytes,Intel N3350,1.1 Gigahertz,Chrome OS,10 Hours,Chromebook x360 G1 EE Touchscreen LCD Chromebook
141,"Refurbished HP Silver 14"" EliteBook 8470P WA5-1058 Laptop PC with Intel Core i5-3320M Processor, 4GB Memory, 128GB Solid State Drive and Windows 10 Pro",258.24,HP,"14.0""",4 GB,128 GB,Intel Core i5,2.60 GHz,Windows 10,,Refurbished Silver EliteBook 8470P WA5 1058 Intel i5 3320M 128GB Drive
142,"Refurbished HP EliteBook 8460P 14"" Laptop, Windows 10 Pro, Intel Core i5-2520M Processor, 4GB RAM, 500GB Hard Drive",249.95,HP,"14.0""",4 GB,500 GB,Intel Core i5,2.50 GHz,Windows 10,5 hours,Refurbished EliteBook 8460P Intel i5 2520M Drive
143,"Refurbished HP EliteBook 8470p 14” Laptop PC, Intel Core i7 2.90GHz, 16GB DDR3, 2TB HDD, Win-7 x64",449.99,HP,14 Inches,16 Gigabytes,2 Terabytes,Intel Core i7,2.9 Gigahertz,Windows 7,,Refurbished EliteBook 8470p 14” Intel i7 90GHz DDR3 2TB Win x64
144,"Refurbished HP EliteBook 8470P 14"" Laptop, Windows 10 Pro, Intel Core i5-3320M Processor, 4GB RAM, 500GB Hard Drive",294.04,HP,"14.0""",4 GB,500 GB,Intel Core i5,2.60 GHz,Windows 10,5 hours,Refurbished EliteBook 8470P Intel i5 3320M Drive
145,"HP 15-bs095ms 15.6"" Touchscreen Laptop Intel Core i5-7200U 8GB 2TB Win10",559.99,HP,"15.6\""",8 GB,2000 GB,,,Microsoft Windows,,bs095ms Touchscreen Intel i5 7200U 2TB Win10
146,"HP 15-Cc020Nr 15.6"" Laptop, Touchscreen, Windows 10, Intel Core i7-7500U Processor, 12GB RAM, 1TB Hard Drive",779.99,HP,"15.6""",12 GB,1 GB,Intel Core i7,2.7 Hz,Windows 10,9 hours,Cc020Nr Touchscreen Intel i7 7500U 12GB Drive
147,Original HP 45W AC Charger Power Adapter Cord For HP TouchSmart 15-r039ca 15-r136wm 15-r137wm 15-r150nr 15-r154nr 15-r253cl 15-r264dx,21.99,HP,,,,,,,,Original 45W Charger Adapter Cord TouchSmart r039ca r136wm r137wm r150nr r154nr r253cl r264dx
148,"Premium HP 15.6 Inch Flagship Notebook Laptop Computer (Quad-Core AMD E2-7110 APU 1.8GHz, 4GB RAM, 500GB HDD, AMD Radeon R2, WiFi, HD Webcam, Super DVD Burner, Windows 10) Black",349.0,HP,15.60 in,4.00 GB,500.00 GB,AMD Quad-Core E2-7110,1.80 GHz,Windows 10,,Premium Flagship Notebook Quad AMD E2 7110 APU 8GHz AMD Radeon R2 Super Black
149,"HP Flagship High Performance 15.6"" HD Touchscreen Laptop PC, Premium Flagship Intel Quad-Core Pentium N3710 Processor, 4GB RAM, 500GB HDD, SuperMulti DVD Burner, Webcam, HDMI, Wi-Fi, USB 3.0, Windows",389.0,HP,,4.00 GB,500.00 GB,Intel Pentium,1.60 GHz,Windows 10,,Flagship Touchscreen Premium Flagship Intel Quad Pentium N3710 SuperMulti Wi Fi
150,"HP Pavilion Power 15-Cb075Nr 15.6"" Laptop, Touchscreen, Windows 10 Home, Intel Core i5-7300HQ Quad-Core Processor, 12GB RAM, 1TB Hard Drive",889.99,HP,"15.6""",12 GB,1 TB,Intel Core i5-7300HQ Quad-Core Processor,"2.50 GHz, with a Max Turbo Speed of 3.50 GHz",Windows 10,11 hours 30 minutes,Pavilion Cb075Nr Touchscreen Intel i5 7300HQ Quad 12GB Drive
151,Original HP 45W AC Charger Power Adapter Cord For HP 15-ay047ca 15-ay052nr 15-ay061nr 15-ay065nr 15-ay067nr 15-ay068ca 15-ay068nr,21.99,HP,,,,,,,,Original 45W Charger Adapter Cord ay047ca ay052nr ay061nr ay065nr ay067nr ay068ca ay068nr
152,Original HP 45W AC Charger Power Adapter Cord For HP 15-f010dx 15-f010wm 15-f011nr 15-f014wm 15-f018ca 15-f018dx 15-f019dx,21.99,HP,,,,,,,,Original 45W Charger Adapter Cord f010dx f010wm f011nr f014wm f018ca f018dx f019dx
153,"Manufacturer Refurbished - HP 15-BW070NR 15.6"" Laptop AMD A9-9420 3.0GHz 4GB 1TB Windows 10",359.99,HP,"15.6\""",4 GB,1 TB,,,Microsoft Windows,,Manufacturer Refurbished BW070NR AMD A9 9420 0GHz
154,"Refurbished HP 14"" EliteBook 8470P Laptop PC with Intel Core i5-3320M Processor, 16GB Memory, 256GB SSD and Windows 10 Pro",357.0,HP,14 in,16 GB,256  GB,Intel Core i5,2.60 GHz,Windows 10,,Refurbished EliteBook 8470P Intel i5 3320M SSD
155,"Manufacturer Refurbished - HP 15-ba007ds 15.6"" Laptop AMD Quad-Core E2-7110 1.8 GHz 4GB 1TB HDD W10",189.0,HP,"15.6\""",,,,,,,Manufacturer Refurbished ba007ds AMD Quad E2 7110 GHz W10
156,"HP Pavilion 15-au020wm 15.6"" Manhattan Gold Laptop, Windows 10, Intel Core i5-6200U Processor, 8GB Memory, 1TB Hard Drive",599.0,HP,15.6 in,8 GB,1 TB,"Intel 3165 AC (1x1 AC, 433 Mbps)","2.30 GHz, with a Max Turbo Speed of 2.80 GHz",Windows 10,7 hours,Pavilion au020wm Manhattan Gold Intel i5 6200U Drive
157,"Hp 15-AF028CL 15.6"" Touch Notebook AMD A8-7410 8GB RAM750GB HDD - Noble Blue",399.99,HP,"15.6\""",8 GB,,,,Microsoft Windows,,AF028CL Touch Notebook AMD A8 7410 RAM750GB Noble Blue
158,RECERTIFIED HP ENVY 17-AE013CA LAPTOP,729.0,HP,17.30 in,12.00 GB,1.00 TB,Intel Core i7-7500U,2.70 GHz,W10P-64,,RECERTIFIED ENVY 17 AE013CA
159,"Manufacturer Refurbished - HP 14-AK050NR 14"" Chromebook Intel Celeron N2940 1.83GHz 4GB 16GB Chrome OS",179.99,HP,,,,,,,,Manufacturer Refurbished AK050NR Chromebook Intel Celeron N2940 83GHz
160,"Manufacturer Refurbished - HP 15-bw011dx 15.6"" Laptop AMD DC A6-9220 APU 2.50GHz 4GB RAM 500GB HDD W10",249.99,HP,"15.6\""",4 GB,500 GB,,,Microsoft Windows,,Manufacturer Refurbished bw011dx AMD A6 9220 APU W10
161,"HP Spectre 13-v111dx 13.3"" FHD Laptop i7-7500U 8GB 256GB SSD Win10 Refurb",769.99,HP,"13.3""",8 GB,256 GB,Intel Core i7,2.70 GHz,"Microsoft Windows, Windows 10",,Spectre 13 v111dx 13 i7 7500U SSD Win10 Refurb
162,HP Flagship High Performance 15.6 Inch HD Touchscreen Laptop PC| Intel Pentium N3710 Quad-Core| 1.60 GHz| 4GB RAM| 500GB HDD| DVDRW| WIFI| Windows 10 (Black),389.0,HP,,4.00 GB,500.00 GB,Intel Pentium,1.60 GHz,Windows 10,,Flagship Touchscreen Intel Pentium N3710 Quad 60 GHz Black
163,"HP Chromebook 11 G4 - Education Edition - 11.6"" - Celeron N2840 - 4 GB RAM - 16 GB SSD",190.35,HP,"11.6""",4 GB,16 GB,Intel Celeron,2.16 Hz,Chrome,9.5 hours,Chromebook G4 Education Edition Celeron N2840 SSD
164,"HP Envy 15-as014wm 15.6"" Laptop, Full-HD IPS Touch Screen, Windows 10, Intel Core i7-6500U Processor, 8GB Memory, 1TB Hard Drive, Natural Silver",649.0,HP,15.6 in,8 GB,1 TB,"Intel 7265 AC (2x2 AC, 867 Mbps)","2.50 GHz, with a Max Turbo Speed of 3.10 GHz",Windows 10,9 hours,Envy as014wm Full IPS Touch Intel i7 6500U Drive Natural Silver
165,"HP Chromebook 14 G4 - 14"" - Celeron N2840 - 4 GB RAM - 16 GB SSD",249.26,HP,14 in,4 GB,0 Gigabytes,Intel Celeron,"2.16 GHz, with a Max Turbo Speed of 2.58 GHz",Chrome,8 hours 15 minutes,Chromebook G4 Celeron N2840 SSD
166,"Refurbished HP EliteBook 8460p, Intel Core i5, 2.50GHz, 4GB RAM  320GB HDD,  Webcam, Win-7 x64",189.95,HP,14 Inches,4 Gigabytes,320 Gigabytes,Intel Core i5,2.5 Gigahertz,Windows 7,,Refurbished EliteBook 8460p Intel i5 320GB Win x64
167,"HP Stream Notebook 14-AX067NR - 14"" Screen, Celeron N @ 1.6GHZ, 4GB RAM, 32GB eMMC, in Snow White (Certified Refurbished)",189.99,HP,14,,32,Intel Celeron N3060 2 CORE,,Windows 10,,Stream Notebook AX067NR Celeron N Snow White Refurbished
168,"HP Chromebook X360 11-AE040NR, Chrome OS™, Intel® Celeron® N3350, 11.6-Inch Diagonal HD Touch Screen",299.99,HP,11.60 Inches,4 GB,0 GB,Intel N3350,1.1 Hz,Chrome OS,,Chromebook X360 AE040NR OS™ Intel® Celeron® N3350 Touch
169,REFURB 14 N2840 4G 16G,160.73,HP,14,4 GB,16,Intel Celeron,,Chrome OS,,REFURB N2840 4G 16G
170,"Hp Elitebook Revolve 810 G3 Tablet Pc - 11.6"" - Wireless Lan - Intel Core I3 I3-5010u 2.10 Ghz - 4 Gb Ram - 128 Gb Ssd - Windows 8.1 Pro 64-bit - Convertible - 1366 X 768 Multi-touch (l8d29ut-aba)",499.95,HP,11.6,,,,,Microsoft Windows,6 Hours,Elitebook Revolve 810 G3 Tablet Lan Intel I3 I3 5010u Ghz 128 Ssd bit Convertible 1366 X 768 Multi touch l8d29ut aba
171,"HP 17-X010nr 17.3"" Notebook 17-X010nr Notebook",439.0,HP,17.3 in,4 GB,1  TB,Intel Pentium,1.6 GHz,"Microsoft Windows, Windows 10",,17 X010nr 17 Notebook 17 X010nr Notebook
